id карточки,id связи с точкой (поле id в выгрузке),id точки,Координаты точки,Кадастровый номер ОКСа,Наименование ОКСа,Площадь ОКСа,Адрес ОКСа из ГКН,Иной найденный адрес,Комментарий,Инвентарный номер БТИ,Иные сведения ОКС,Кадастровый номер ЗУ,ВРИ,Площадь ЗУ,Адрес ЗУ из ГКН,Район/округ,Поселение,Населенный пункт,Эл# план стр#,Улица,Номер здания,Адрес ФИАС,Полнота исходного адреса,Почтовый индекс,Номер заявки в РЛДД,Дата заявки,Дата передачи в ОМС для внесения а,ОКТМО,Код ФИАС,Код КЛАДР,ОКАТО,Статус,Объект отмечен на отправку,Объект адресации в ФИАС,Признак принадлежности объекта,"Дата документа, на основании котор","Номер документа, на основании кото",Объект отправлен,Результат получен,Дата отправки,Дата получения результата,Статус техпроцесса Адресации,Дата создания карточки,ФИО пользователя создавшего карточку,Дата последней версии строки,Тип последнего изменения,Дата отчета Желтые,Дата отчета Синие,Дата отчета Зеленые,Для загрузки в РГИС,Stamp,Ошибка,Автор изменения строки
719086405,719086405,563355703,POINT(37.6494996248357 55.5399006132177),,,,,"Московская область, р-н Ленинский, г Видное, снт Нива",,,,50:21:0030210:439,садоводство,43882,"обл. Московская, р-н Ленинский, с/о Булатниковский, сдт ""Нива"", поле д.Лопатино",Ленинский городской округ,,,,,,,,,,,,,,,,Синяя точка,да,да,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,Март 2020,Март 2020,,,,,MOBTI\s.pakhomov
906717220,762783561,563355705,POINT(37.6498477575405 55.5393472437467),,,,,"Московская область, Ленинский муниципальный район, городское поселение Видное, г.Видное, снт Нива, уч.9",,,,50:21:0030210:429,Для садоводства,407.65,"Московская область, Ленинский муниципальный район, городское поселение Видное, город Видное, СНТ ""Нива"", уч. №9",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020  2:25PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
708911632,708911473,563355713,POINT(37.6487530529902 55.539142038761),50:21:0030210:6829,,,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""Нива"", уч. 27",,,,,50:21:0030210:450,Для садоводства,876,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Нива"", участок № 27",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 17 2020  3:09PM,Сериков Владимир Владимирович,6/13/2020,2,Февраль 2020,,,,,,MOBTI\s.pakhomov
668981536,668981536,563355717,POINT(37.6503556633972 55.5388450734504),50:21:0030210:1168,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",237,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория СНТ ""Нива"", дом 5",,,,,50:21:0030210:431,,239.5,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Нива"", уч.-5",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
884845580,762802081,563360067,POINT(37.6559379086709 55.5352388344527),,,,,"Московская область,Ленинский р-н,Видное г,Лаптево д,. тов.""Победа"" сад,120",,,,50:21:0030211:128,садоводство,680.18,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория С/Т ""Победа"", участок № 120",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  2:09PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
884813920,762795681,563360069,POINT(37.6551866460504 55.5350704055507),50:21:0030211:260,жилое строение (садовый дом),122.3,"Московская область, Ленинский район, городское поселение Видное, садов.тов.Победа, д.117",,,,,50:21:0030211:59,Для садоводства,540,"Российская Федерация, Московская область, р-н Ленинский, городское поселение Видное, г. Видное, тер. СТ ""Победа"", уч. 117",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  2:00PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
885153880,762795101,563360075,POINT(37.6566984328044 55.5351881475178),50:21:0010113:234,Жилой дом с надворными постройками,83.7,"Московская область, Ленинский район, г.Видное, Спасский пр., д.13",,,,,50:21:0010148:37,Для ведения личного подсобного хозяйства,1300,"обл. Московская, р-н Ленинский, г. Видное, проезд Спасский, уч №13/1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  3:17PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
885168920,762795641,563360077,POINT(37.6573059361731 55.5352212074132),50:21:0010113:231,жилой дом,128.9,"Московская область, Ленинский район, г. Видное, проезд Спасский, д. 11",,,,,50:21:0010148:40,Для ведения личного подсобного хозяйства,700,"обл. Московская, р-н Ленинский, г. Видное, проезд Спасский, уч.№ 11",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  3:21PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
906633650,762784231,563355723,POINT(37.6498836301412 55.5388253368187),50:21:0030210:1166,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",41.7,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""Нива"", уч. 18",,,,,50:21:0030210:561,Для садоводства,640,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Нива"", уч. №18",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020  2:10PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
719090587,719090587,563355739,POINT(37.6503290702481 55.5381817599719),,,,,"Московская область, р-н Ленинский, г Видное, снт Хладкомбинат N10",,,,50:21:0030210:6805,Для садоводства,59.8,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""Хладокомбинат №10""",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/13/2020,2,,,,,,,MOBTI\s.pakhomov
906530930,762788821,563355741,POINT(37.6505503516385 55.5383501654092),50:21:0030210:1051,дом,80.1,"Московская область, район Ленинский, городское поселение Видное, г. Видное, СНТ ""Нива"", проезд 1-ый Футбольный, д. 31а",,,,,50:21:0030210:425,садоводство,325.5,"обл. Московская, р-н Ленинский, с/о Булатниковский, сдт ""Нива"", поле д.Лопатино",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020  1:42PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
719082238,719082238,563355751,POINT(37.649716109275 55.5386139663752),,,,,"Московская область, Ленинский муниципальный район, городское поселение Видное, город Видное, СНТ ""Нива"", уч. 19",,,,50:21:0030210:161,Для садоводства,43.1,"Московская область, Ленинский муниципальный район, городское поселение Видное, город Видное, СНТ ""Нива"", уч. 19",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
876819310,762796511,563360095,POINT(37.6572209907992 55.5359780258256),,,,,"Московская область,Ленинский р-н,Видное г,Спасский проезд,17Б",,,,50:21:0010148:331,Для ведения личного подсобного хозяйства,744,"Московская область, р-н Ленинский, г Видное, проезд Спасский",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  5 2020  2:42PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
884930280,762799561,563360097,POINT(37.6557814061602 55.5357200846998),50:21:0030211:283,жилое строение (садовый дом),190.7,"Московская область,Ленинский р-н,Видное г,Победа снт,Победа снт,Булатниковское с/п,138",,,,,50:21:0030211:143,Для садоводства,620,"обл. Московская, р-н Ленинский, с/о Булатниковский, с/т ""Победа"", уч.№138",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  2:28PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
885438750,762797561,563360101,POINT(37.6546962608161 55.536411956623),50:21:0030211:361,дом,844.6,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория с/т ""Победа"", дом 160а",,,,,50:21:0030211:161,Для садоводства,3140,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория с/т ""Победа"", участок № 160",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  4:22PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
885447040,762799191,563360103,POINT(37.6546470441056 55.5367094969795),50:21:0030211:367,Дом,659.2,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория с/т ""Победа"", дом 160б",,,,,50:21:0030211:161,Для садоводства,3140,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория с/т ""Победа"", участок № 160",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  4:24PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668989071,668989071,563355771,POINT(37.6509769800317 55.5373693525258),50:21:0030210:7115,Баня,68,"Московская область, Ленинский муниципальный район, городское поселение Видное, садоводческое товарищество ""Электроприбор""",,,,,50:21:0030210:476,,78.4,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, город Видное, территория садоводческого некоммерческого товарищества «Электроприбор», земельный участок 4",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
663964882,663964882,563355775,POINT(37.6497233596496 55.5377221179218),50:21:0030210:1165,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",63.9,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СНТ ""Хладокомбинат № 10"", дом № 7",,,,,50:21:0030210:466,Для садоводства,36.3,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""Хладокомбинат №10"", уч. № 7",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan  9 2020 11:09PM,Администратор,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
906367180,762784951,563355797,POINT(37.6504933298501 55.5370778399616),,,,,"Московская область,Ленинский муниципальный р-н,городское поселение Видное тер,ское поселение Видное г,Электроприбор снт,8,кв участок №8",,,,50:21:0030210:478,Для садоводства,510,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Электроприбор"", участок №8",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 12:57PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
905903130,762783151,563355813,POINT(37.6504899879841 55.5363033063209),50:21:0030210:1175,дом,65,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""1-автобзы Мосавтотранспорта"", уч. 28",,,,,50:21:0030210:367,садоводство,451,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""1-ой автобазы Мосавтотранспорта"", участок №28",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 11:19AM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668971457,668971457,563349585,POINT(37.6760045773892 55.5579956068182),50:21:0030215:928,жилое строение (садовый дом),79.1,"Московская область, Ленинский район, городское поселение Видное, город Видное, СНТ""Реформа""","Московская область, Ленинский район, городское поселение Видное, г. Видное, СНТ ""Реформа"", уч. 17",,,,50:21:0030215:148,Для садоводства,71.8,"Московская область, Ленинский район, городское поселение Видное, г. Видное, СНТ ""Реформа"", уч. 17",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
850820390,762768201,563349587,POINT(37.6756464230212 55.5582441842087),50:21:0030215:875,Жилой дом,89,"Московская область,Ленинский р-н,Видное, с/т ""Реформа"" г,Реформа с/т,15",,,,,50:21:0030215:241,садоводство,590,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СТ ""Реформа"", участок № 15",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 12:39PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,да        ,,,MOBTI\s.pakhomov
850864960,762769681,563349591,POINT(37.6752308823366 55.5584335030397),50:21:0030215:853,дом,75.9,"Московская область, Ленинский муниципальный район, городское поселение Видное, г.Видное, садов.тов.""Реформа"", уч. 5",,,,,50:21:0030215:281,садоводство,520,"Московская область, Ленинский муниципальный район, городское поселение Видное, г.Видное, с/т ""Реформа"", участок 5",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 12:47PM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
849944980,752761301,563349601,POINT(37.6767438262858 55.5591992704331),50:21:0030215:825,дом,55,"Московская область,Ленинский р-н,Видное г,городское поселение Видное,с/т ""Реформа"" аал,Реформа снт,50",,,,,50:21:0030215:282,садоводство,380,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""Реформа"", участок №50",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Mar 27 2020 10:44AM,Макеева Надежда Михайловна,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
905892840,752796571,563355815,POINT(37.6505840650987 55.5365922738301),50:21:0030210:1057,дом,50,"Московская область, Ленинский муниципальный р-н, г.п. Видное, СНТ ""1-ой автобазы Мосавтотранспорта"", уч. 31",,,,,50:21:0030210:203,Для садоводства,451,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""1-ой автобазы Мосавтотранспорта"", участок №31",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 11:16AM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
905773270,762786141,563355821,POINT(37.649467393219 55.5365431405217),50:21:0030212:1262,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",43951,"Московская область,Ленинский р-н,Видное г, 1-я Автобаза Мосстройтранс снт,1-я Автобаза снт,37,37",,,,,50:21:0030210:376,Для садоводства,462,"обл. Московская, р-н Ленинский, с/о Булатниковский, с/т ""1-я Автобаза Мосстройтранс"", уч-37",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 10:52AM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
906000760,762791521,563356017,POINT(37.6508881644872 55.5360566008425),50:21:0030210:1170,дом,40,"Московская область,Ленинский р-н,Видное г,Лопатино д,1-я Автобаза снт,1-я автобаза",,,,,50:21:0030210:311,садоводство,419.03,"обл. Московская, р-н Ленинский, с/о Булатниковский, д. Лопатино, 1-я автобаза",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 11:39AM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
906248200,752795211,563356025,POINT(37.6517537527908 55.5362366787187),,,,,"обл. Московская, р-н Ленинский, г. Видное, проезд 1-й Футбольный, дом 16а",,,,50:21:0010148:100,личное подсобное хозяйство,548.23,"обл. Московская, р-н Ленинский, г. Видное, проезд 1-й Футбольный, дом 16а",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 12:29PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
918219920,762815131,563367945,POINT(37.6906423190853 55.5390645563738),,,,,"обл. Московская, р-н Ленинский, г. Видное-2, ул. Спортивная",,,,50:21:0010157:61,под размещение артезианской скважины № 2,1850,"обл. Московская, р-н Ленинский, г. Видное-2, ул. Спортивная",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  5:38PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668986306,668986306,563367947,POINT(37.6922710510502 55.5385776623411),50:21:0010157:427,Индивидуальный жилой дом,290.1,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ТИЗ ""Сатурн"", уч.8",,,,,50:21:0010157:411,,152.8,"Московская область, Ленинский район, г.Видное, ТИЗ""Сатурн"", уч.8",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
719127505,719127505,563367951,POINT(37.6918425720942 55.5380275571714),,,,,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ТИЗ ""Сатурн""",,,,50:21:0010157:426,для индивидуального жилищного строительства,43857,"Московская область, р-н Ленинский, г. Видное, ТИЗ ""Сатурн""",Ленинский городской округ,,,,,,,,,,,,,,,,Синяя точка,да,да,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,Март 2020,Март 2020,,,,,MOBTI\s.pakhomov
719123389,719123389,563367957,POINT(37.6919823337549 55.5376167317214),,,,,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория ТИЗ ""Сатурн-1"", дом № 26",,,,50:21:0010157:133,Индивидуальное жилищное строительство,64.4,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория ТИЗ ""Сатурн-1"", участок № 26",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/13/2020,2,,,,,,,MOBTI\s.pakhomov
885406600,762799031,563360105,POINT(37.6554860797538 55.5365524801542),50:21:0030211:436,Жилой дом,868.4,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория с/т ""Победа"", дом 160",,,,,50:21:0030211:161,Для садоводства,3140,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория с/т ""Победа"", участок № 160",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  4:14PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
884828030,762800171,563360115,POINT(37.655403094593 55.535102240212),50:21:0000000:38493,Дом,137.5,"Московская область,Ленинский р-н,Видное г,СНТ ""Победа"" снт,Победа снт,118",,,,,50:21:0030211:174,Для садоводства,540,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""Победа"", участок № 118",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  2:04PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
884252470,762800451,563360355,POINT(37.6540032792478 55.5338507076434),50:21:0030211:233,гараж,103.5,"Московская область,Ленинский р-н,Видное г,Победа снт,Победа снт,Видное г/п,62",,,,,50:21:0030211:70,Для садоводства,570,"обл. Московская, р-н Ленинский, с/о Булатниковский, с/т ""Победа"", уч.№63",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020 12:27PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
719094478,719094478,563360357,POINT(37.6549535710782 55.5336372683139),,,,,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория С/Т ""Победа"", участок № 76",,,,50:21:0030211:153,,67.1,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория С/Т ""Победа"", участок № 76",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
884171700,762795201,563360365,POINT(37.6560906191697 55.5333445608562),50:21:0090202:1267,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",86.7,"Московская область,Ленинский р-н,Видное г,д.Лопатино,садоводческое товарищество ""Победа"" неопр,Победа снт,72,72",,,,,50:21:0030211:353,Для садоводства,400,"Московская область, Ленинский район, д. Лопатино, садоводческое товарищество "" Победа"", участок № 72",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020 12:13PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
884356030,762802021,563360369,POINT(37.6538974338501 55.5328657073578),50:21:0030211:442,Дом,104,"Московская область,Ленинский р-н,Видное г,""Победа"" в районе деревни Лопатино снт,Победа снт,32",,,,,50:21:0030211:441,Для садоводства,460,"обл. Московская, р-н Ленинский, участок №32, с/т ""Победа"" в районе деревне Лопатино",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020 12:46PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668958283,668958283,563360377,POINT(37.6539314279247 55.5325169251401),50:21:0000000:40868,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",197.2,"Российская Федерация, Московская область, Ленинский район, городское поселение Видное, СНТ ""Победа"", дом 30",,,,,50:21:0030211:74,,103.4,"обл. Московская, р-н Ленинский, с/о Булатниковский, с/т ""Победа"", уч №30",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668961252,668961252,563360381,POINT(37.652827784581 55.5325017025394),50:21:0030211:384,"Жилое строение без права регистрации проживания, расположенное на садовом земельном участке",95.6,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория с/т ""Победа"", дом 11",,,,,50:21:0030211:6,,81.1,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, территория с/т ""Победа"", учсток № 11",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
663964891,663964891,563356027,POINT(37.652505195979 55.5361003655374),50:21:0030210:7096,Дом,210,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СНТ ""1-ой автобазы Мосавтотранспорта"", дом 1",,,,,50:21:0030210:349,для садоводства,46.5,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СНТ ""1-ой Автобазы Мосавтотранспорта"", уч. 1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan  9 2020 11:09PM,Администратор,6/11/2020,2,Март 2020,,,,,,MOBTI\s.pakhomov
905917570,762790741,563356037,POINT(37.6508924624573 55.5363286260679),50:21:0060403:3310,летний дом,42,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""1-автобзы Мосавтотранспорта"", уч. 28",,,,,50:21:0030210:367,садоводство,451,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""1-ой автобазы Мосавтотранспорта"", участок №28",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 11:22AM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
905729110,762787941,563356043,POINT(37.6494734855952 55.5362405787499),50:21:0050323:27,хозблок,95.9,"Московская область, Ленинский муниципальный район, городское поселение Видное, г.Видное, СНТ ""1-ой автобазы Мосавтотранспорта"", уч. 46",,,,,50:21:0030210:625,Для садоводства,837,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, СНТ ""1-ой автобазы Мосавтотранспорта"", участок 47",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 10:41AM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
719090497,719090497,563356061,POINT(37.6511638203381 55.5350684989982),,,,,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Дружба"", уч. №9",,,,50:21:0030210:564,Для садоводства,43.9,"обл. Московская, р-н Ленинский, городское поселение Видное, СНТ ""Дружба"", уч. №9",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/13/2020,2,,,,,,,MOBTI\s.pakhomov
719127373,719127373,563367973,POINT(37.6912925287913 55.536678775922),,,,,"Московская обл., Ленинский р-н, Видное г/п, город Видное, ТИЗ  Сатурн-1, 47",,,,50:21:0010157:299,для индивидуального жилищного строительства,43980,"обл. Московская, р-н Ленинский, г. Видное-2, ТИЗ ""Сатурн"", уч.№47",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
668986295,668986295,563367981,POINT(37.6926959242022 55.5368825079917),50:21:0010157:425,хозпостройка,74.8,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ТИЗ ""Сатурн-1"", строение № 39",,,,,50:21:0010157:404,,69.7,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ТИЗ ""Сатурн-1"", участок № 39",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
719127397,719127397,563367985,POINT(37.6912990533478 55.5365559609937),,,,,"Московская обл., Ленинский р-н, Видное г/п, город Видное, ТИЗ  Сатурн-1, 47",,,,50:21:0010157:299,для индивидуального жилищного строительства,43917,"обл. Московская, р-н Ленинский, г. Видное-2, ТИЗ ""Сатурн"", уч.№47",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
918209950,752846901,563367991,POINT(37.6929894129195 55.5366637196804),,,,,"Московская область,Ленинский р-н,Видное г,ТИЗ ""Сатурн"" тер,кв уч.№44",,,,50:21:0010157:169,для индивидуального жилищного строительства,800,"обл. Московская, р-н Ленинский, г. Видное, ТИЗ ""Сатурн"", уч.№44",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  5:05PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
918221930,762813791,563368003,POINT(37.6925107259637 55.5389564925189),50:21:0010157:352,жилой дом,313.2,"Московская область,Ленинский р-н,Видное г,ТИЗ""Сатурн"",4",,,,,50:21:0010157:140,индивидуальное жилищное строительство,830,"обл. Московская, р-н Ленинский, ТИЗ ""Сатурн"", уч.№4",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr 12 2020  5:42PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
